headline,guardian_keywords,esg_category
"Google will not oppose clampdown on tax avoidance, chairman says","['tax avoidance', 'corporate governance']",governance
Heads roll in Tyco chief's clean up,['corporate governance'],governance
The Guardian view on the Paradise Papers: not all is lost,"['tax avoidance', 'corporate governance']",governance
"A tiny, rare snail in Malaysia has big consequences for global cement giant",['corporate governance'],governance
UK tax inspectors collect record £23.9bn,"['tax avoidance', 'corporate governance']",governance
Search for boardroom equality goes on,['corporate governance'],governance
WorldCom inquiry widens,['corporate governance'],governance
UK aid company bosses quit in crackdown on profiteering ,['corporate governance'],governance
David Cameron says not enough is being done to tackle tax evasion ,"['tax avoidance', 'corporate governance']",governance
Persimmon pay shambles shows need to ban long-term bonus plans,"['executive pay and bonuses', 'corporate governance']",governance
Bank of England’s interest rate decision is finely balanced,['corporate governance'],governance
The Crown inquiry: will the house that Packer built come tumbling down?,['corporate governance'],governance
Italian tax clampdown dims the sparkle at Bulgari ,"['tax avoidance', 'corporate governance']",governance
The Fibonacci sequence as a cure for insomnia ,"['tax avoidance', 'corporate governance']",governance
Monaco builds into the Med to house new throng of super-rich ,['tax havens'],governance
Parmalat dream goes sour,['corporate governance'],governance
Boohoo shares plunge amid concern over factory conditions ,['corporate governance'],governance
Airbnb faces EU clampdown for not paying 'fair share' of tax ,['tax avoidance'],governance
CBI director-general says corporate world must rebuild reputation,['corporate governance'],governance
Carney back to face the Conservatives,['corporate governance'],governance
Unilever scraps plan to move HQ from London to Rotterdam ,['corporate governance'],governance
Firms giving advice on aggressive tax avoidance could face large fines ,['tax avoidance'],governance
Companies must reveal pay disparity between boss and workers ,['corporate governance'],governance
Audit office attacks tax deals for corporations,"['tax avoidance', 'corporate governance']",governance
Enron paid out $681m to top executives,['corporate governance'],governance
Former Enron boss to be sentenced,['corporate governance'],governance
Is Osborne serious about catching tax cheats – or just the little guys?,"['tax avoidance', 'corporate governance']",governance
LuxLeaks tax source should not be charged,"['tax avoidance', 'corporate governance']",governance
In today's corporations the buck never stops. Welcome to the age of irresponsibility,['corporate governance'],governance
Lack of support for whistleblowers is a disgrace,['corporate governance'],governance
Companies House to verify directors' identities before being listed ,['corporate governance'],governance
Report sets goal of more women in boardrooms of FTSE 100 firms,['corporate governance'],governance
Mossack Fonseca: inside the firm that helps the super-rich hide their money ,"['tax avoidance', 'tax havens']",governance
M&amp;S to create small investors panel to scrutinise performance,['corporate governance'],governance
Politicians need to get off their knees with the likes of Google | Andrew Rawnsley ,"['tax avoidance', 'corporate governance']",governance
European commission rebuked over ex-chief's Goldman Sachs job ,['ethics'],governance
Madoff sent straight to prison after pleading guilty to $65bn fraud,['corporate governance'],governance
Enron nightmare deepens,['corporate governance'],governance
Waiting for fat cats to&nbsp;share the cream,"['executive pay and bonuses', 'corporate governance']",governance
If we want to make poverty history we've got to tackle corruption first,['corporate governance'],governance
Outrage at Enron's $55m bonuses,['corporate governance'],governance
Snap and Sorrell are wrong: powerful bosses can become untouchable insiders,['corporate governance'],governance
McDonald's to scrap Luxembourg tax structure,"['tax avoidance', 'corporate governance']",governance
More punches fly in Mitchells &amp; Butlers barroom brawl,['corporate governance'],governance
"As technology develops, so must journalists’ codes of ethics | Paul Chadwick ",['ethics'],governance
Enron-tainted Andersen closer to break-up,['corporate governance'],governance
Can anyone be worth £70m a year Martin Sorrell? ,['executive pay and bonuses'],governance
Independent News &amp; Media: Denis O'Brien report renews attack on board,['corporate governance'],governance
Moneyland: Why Thieves and Crooks Now Rule the World and How to Take It Back – review,"['tax avoidance', 'corporate governance', 'tax havens']",governance
May faces cross-party push for public company registers in overseas territories,"['corporate governance', 'tax avoidance']",governance
Going out of fashion? Staleness in the Ted Baker boardroom | Nils Pratley ,['executive pay and bonuses'],governance
Persimmon narrowly survives AGM vote to block new director,['corporate governance'],governance
Lockdown sales boost at B&amp;M prompts £250m special dividend ,['corporate governance'],governance
BHS liquidator pores over details of Green and Chappell property deals,['corporate governance'],governance
City pay still out of proportion a century after JM Keynes complained,"['executive pay and bonuses', 'corporate governance']",governance
UK could drop plans to tax tech firms in rush to secure US trade deal ,['tax avoidance'],governance
BP will ignore the anger at Bob Dudley’s £14m pay package at its peril | Stefan Stern ,"['executive pay and bonuses', 'corporate governance']",governance
Summit on corporate governance standards for LSE's foreign firms,['corporate governance'],governance
"Favouring young over old in Covid-19 treatment justifiable, says ethicist ",['ethics'],governance
The government should withdraw its job offer to this Amazon executive,"['tax avoidance', 'corporate governance']",governance
Why WeWork's problems have London landlords fretting,['corporate governance'],governance
Luxleaks trial of tax whistleblowers begins in Luxembourg,"['tax havens', 'corporate governance']",governance
Star witness pulls out of Enron hearing,['corporate governance'],governance
British Council censured for executive pay topping PM's salary without signoff ,['executive pay and bonuses'],governance
"Barclays was at fault over tax avoidance scheme, says George Osborne","['tax avoidance', 'corporate governance']",governance
French Connection boss accused by investors of 'not playing it clean',['corporate governance'],governance
The 100 best nonfiction books: No 3 – No Logo by Naomi Klein (1999),['corporate governance'],governance
Executive pay revolts surface at RSA Insurance and Man Group ,['executive pay and bonuses'],governance
"Ashcroft should go, Tyco told",['corporate governance'],governance
Top executives may be brilliant – but their pay's about timing and luck ,['executive pay and bonuses'],governance
Oprah Winfrey and Jay-Z tap into rising alt-milk star Oatly ,['corporate governance'],governance
Wanted chairman for Glencore Xstrata,['corporate governance'],governance
